timestamp,signal_type,price,1min_close,3min_close,rsi,vwap
2025-02-28 10:31:40,BREAKOUT SHORT,48421.95,48434.35,48421.95,49.81780424814746,nan
2025-02-28 10:32:00,BREAKOUT SHORT,48431.6,48431.6,48431.6,50.987571550002365,nan
2025-02-28 10:33:08,BREAKOUT SHORT,48431.6,48431.6,48431.6,50.987571550002365,nan
2025-02-28 10:34:01,BREAKOUT SHORT,48447.55,48420.4,48447.55,52.80589421844538,nan
2025-02-28 10:35:02,BREAKOUT SHORT,48406.7,48406.7,48406.7,47.90411639763563,nan
2025-02-28 10:36:00,BREAKOUT SHORT,48423.65,48423.65,48423.65,49.823138350372375,nan
2025-02-28 10:37:01,BREAKOUT SHORT,48423.65,48440.0,48423.65,49.823138350372375,nan
2025-02-28 10:38:00,BREAKOUT SHORT,48456.55,48456.55,48456.55,53.70015383697913,nan
2025-02-28 10:39:00,BREAKOUT SHORT,48468.8,48468.8,48468.8,54.9949328345788,nan
2025-02-28 10:40:01,BREAKOUT SHORT,48468.8,48454.35,48468.8,54.9949328345788,nan
2025-02-28 10:41:00,BREAKOUT SHORT,48453.0,48453.0,48453.0,52.93859625589994,nan
2025-02-28 10:42:01,BREAKOUT SHORT,48456.6,48456.6,48456.6,53.393485017282124,nan
2025-02-28 10:43:00,BREAKOUT SHORT,48456.6,48439.1,48456.6,53.393485017282124,nan
2025-02-28 10:44:00,BREAKOUT SHORT,48448.15,48448.15,48448.15,52.2584015473139,nan
2025-02-28 10:45:01,BREAKOUT SHORT,48473.45,48473.45,48473.45,55.328333785732205,nan
2025-02-28 10:46:00,BREAKOUT SHORT,48473.45,48480.25,48473.45,55.328333785732205,nan
2025-02-28 10:47:00,BREAKOUT SHORT,48468.7,48468.7,48468.7,54.63970193627262,nan
2025-02-28 10:48:01,BREAKOUT SHORT,48473.15,48473.15,48473.15,55.28432813326354,nan
2025-02-28 10:49:00,BREAKOUT SHORT,48473.15,48458.5,48473.15,55.28432813326354,nan
2025-02-28 10:50:01,BREAKOUT SHORT,48427.6,48427.6,48427.6,48.921989337963524,nan
2025-02-28 10:51:01,BREAKOUT SHORT,48426.05,48426.05,48426.05,48.73115138685902,nan
2025-02-28 10:52:00,BREAKOUT SHORT,48426.05,48438.75,48426.05,48.73115138685902,nan
2025-02-28 10:53:01,BREAKOUT SHORT,48404.95,48404.95,48404.95,46.0951174168032,nan
2025-02-28 10:54:00,BREAKOUT SHORT,48403.7,48403.7,48403.7,45.9478735193151,nan
2025-02-28 10:55:01,BREAKOUT SHORT,48403.7,48398.8,48403.7,45.9478735193151,nan
2025-02-28 10:56:00,BREAKOUT SHORT,48415.35,48415.35,48415.35,47.6270262820978,nan
2025-02-28 10:57:00,BREAKOUT SHORT,48422.55,48422.55,48422.55,48.61360589875683,nan
2025-02-28 10:58:01,BREAKOUT SHORT,48422.55,48406.6,48422.55,48.61360589875683,nan
2025-02-28 10:59:00,BREAKOUT SHORT,48366.7,48366.7,48366.7,42.00379809667064,nan
2025-02-28 11:00:01,BREAKOUT SHORT,48386.7,48386.7,48386.7,44.15362856485007,nan
2025-02-28 11:01:01,BREAKOUT SHORT,48386.7,48386.25,48386.7,44.15362856485007,nan
2025-02-28 11:02:00,BREAKOUT SHORT,48407.35,48407.35,48407.35,47.16072427488467,nan
2025-02-28 11:03:00,BREAKOUT SHORT,48422.7,48422.7,48422.7,49.194267155247445,nan
2025-02-28 11:04:01,BREAKOUT SHORT,48422.7,48432.95,48422.7,49.194267155247445,nan
2025-02-28 11:05:00,BREAKOUT SHORT,48444.8,48444.8,48444.8,52.0551931833457,nan
2025-02-28 11:06:00,BREAKOUT SHORT,48465.45,48465.45,48465.45,54.45177965727967,nan
2025-02-28 11:07:01,BREAKOUT SHORT,48465.45,48459.4,48465.45,54.45177965727967,nan
2025-02-28 11:08:19,BREAKOUT SHORT,48459.6,48459.4,48459.6,53.63385919775731,nan
2025-02-28 11:09:01,BREAKOUT SHORT,48483.35,48483.35,48483.35,56.48242408969231,nan
2025-02-28 11:10:01,BREAKOUT SHORT,48483.35,48505.05,48483.35,56.48242408969231,nan
