timestamp,symbol,action,type,strike,expiry,spot_price,rsi,vwap,atr,ema_20,ema_50
2025-02-28 16:35:50,26009 27FEB25 48400 PE,Entry,PE,48400,27-Feb-2025,48406.7,47.90411639763563,nan,53.61428571428561,48405.27889398775,48508.544455792966
2025-02-28 17:15:58,26009 27FEB25 48500 PE,Entry,PE,48500,27-Feb-2025,48491.85,57.50646308630569,nan,47.86071428571294,48441.42403932853,48485.95093597082
2025-02-28 17:16:12,26009 27FEB25 48500 PE,Entry,PE,48500,27-Feb-2025,48491.85,57.50646308630569,nan,47.86071428571294,48441.42403932853,48485.95093597082
